date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,source,source_match_id,score_duration,source_status,prior_home_match,prior_away_match,eligible,exclusion_reason
2026-06-27,Croatia,Ghana,2.0,1.0,FIFA World Cup,,,True,football_data,537414,REGULAR,FINISHED,True,True,True,
2026-06-27,Colombia,Portugal,0.0,0.0,FIFA World Cup,,,True,football_data,537407,REGULAR,FINISHED,True,True,True,
2026-06-27,DR Congo,Uzbekistan,3.0,1.0,FIFA World Cup,,,True,football_data,537408,REGULAR,FINISHED,True,True,True,
2026-06-28,Jordan,Argentina,1.0,3.0,FIFA World Cup,,,True,football_data,537401,REGULAR,FINISHED,True,True,True,
2026-06-28,Algeria,Austria,3.0,3.0,FIFA World Cup,,,True,football_data,537402,REGULAR,FINISHED,True,True,True,
2026-06-28,South Africa,Canada,0.0,1.0,FIFA World Cup,,,True,football_data,537417,REGULAR,FINISHED,True,True,True,
2026-06-29,Brazil,Japan,2.0,1.0,FIFA World Cup,,,True,football_data,537423,REGULAR,FINISHED,True,True,True,
2026-06-29,Germany,Paraguay,1.0,1.0,FIFA World Cup,,,True,football_data,537415,PENALTY_SHOOTOUT,FINISHED,True,True,True,
2026-06-30,Netherlands,Morocco,1.0,1.0,FIFA World Cup,,,True,football_data,537418,PENALTY_SHOOTOUT,FINISHED,True,True,True,
2026-06-30,Ivory Coast,Norway,1.0,2.0,FIFA World Cup,,,True,football_data,537424,REGULAR,FINISHED,True,True,True,
2026-06-30,France,Sweden,3.0,0.0,FIFA World Cup,,,True,football_data,537416,REGULAR,FINISHED,True,True,True,
2026-07-01,Mexico,Ecuador,2.0,0.0,FIFA World Cup,,,True,football_data,537425,REGULAR,FINISHED,True,True,True,
2026-07-01,England,DR Congo,2.0,1.0,FIFA World Cup,,,True,football_data,537426,REGULAR,FINISHED,True,True,True,
2026-07-01,Belgium,Senegal,3.0,2.0,FIFA World Cup,,,True,football_data,537422,EXTRA_TIME,FINISHED,True,True,True,
2026-07-02,United States,Bosnia and Herzegovina,2.0,0.0,FIFA World Cup,,,True,football_data,537421,REGULAR,FINISHED,True,True,True,
2026-07-02,Spain,Austria,3.0,0.0,FIFA World Cup,,,True,football_data,537420,REGULAR,FINISHED,True,True,True,
2026-07-02,Portugal,Croatia,2.0,1.0,FIFA World Cup,,,True,football_data,537419,REGULAR,FINISHED,True,True,True,
2026-07-03,Switzerland,Algeria,2.0,0.0,FIFA World Cup,,,True,football_data,537429,REGULAR,FINISHED,True,True,True,
2026-07-03,Australia,Egypt,1.0,1.0,FIFA World Cup,,,True,football_data,537428,PENALTY_SHOOTOUT,FINISHED,True,True,True,
2026-07-03,Argentina,Cape Verde,3.0,2.0,FIFA World Cup,,,True,football_data,537427,EXTRA_TIME,FINISHED,True,True,True,
2026-07-04,Colombia,Ghana,1.0,0.0,FIFA World Cup,,,True,football_data,537430,REGULAR,FINISHED,True,True,True,
2026-07-04,Canada,Morocco,0.0,3.0,FIFA World Cup,,,True,football_data,537376,REGULAR,FINISHED,True,True,True,
2026-07-04,Paraguay,France,0.0,1.0,FIFA World Cup,,,True,football_data,537375,REGULAR,FINISHED,True,True,True,
2026-07-05,Brazil,Norway,1.0,2.0,FIFA World Cup,,,True,football_data,537377,REGULAR,FINISHED,True,True,True,
2026-07-06,Mexico,England,2.0,3.0,FIFA World Cup,,,True,football_data,537378,REGULAR,FINISHED,True,True,True,
2026-07-06,Portugal,Spain,0.0,1.0,FIFA World Cup,,,True,football_data,537379,REGULAR,FINISHED,True,True,True,
2026-07-07,United States,Belgium,1.0,4.0,FIFA World Cup,,,True,football_data,537380,REGULAR,FINISHED,True,True,True,
2026-07-07,Argentina,Egypt,3.0,2.0,FIFA World Cup,,,True,football_data,537381,REGULAR,FINISHED,True,True,True,
2026-07-07,Switzerland,Colombia,0.0,0.0,FIFA World Cup,,,True,football_data,537382,PENALTY_SHOOTOUT,FINISHED,True,True,True,
2026-07-09,France,Morocco,2.0,0.0,FIFA World Cup,,,True,football_data,537383,REGULAR,FINISHED,True,True,True,
2026-07-10,Spain,Belgium,2.0,1.0,FIFA World Cup,,,True,football_data,537384,REGULAR,FINISHED,True,True,True,
2026-07-11,Norway,England,1.0,2.0,FIFA World Cup,,,True,football_data,537385,EXTRA_TIME,FINISHED,True,True,True,
2026-07-12,Argentina,Switzerland,3.0,1.0,FIFA World Cup,,,True,football_data,537386,EXTRA_TIME,FINISHED,True,True,True,
2026-07-14,France,Spain,0.0,2.0,FIFA World Cup,,,True,football_data,537387,REGULAR,FINISHED,True,True,True,
2026-07-15,England,Argentina,1.0,2.0,FIFA World Cup,,,True,football_data,537388,REGULAR,FINISHED,True,True,True,
